CustomerID,Tenure,PhoneService_Numeric,Contract_Numeric,PaymentMethod_Numeric,MonthlyCharges,TotalCharges,Churn_Numeric,MonthlyChargesPerTenure,LogTotalCharges
0787-LHDYT,16,1,0,3,20.6,330.25,0,1.2875,5.799849943402434
2642-DTVCO,9,1,0,0,85.05,746.5,1,9.45,6.615395616979245
0374-IOEGQ,3,1,0,0,44.6,122.7,0,14.866666666666667,4.809742351716865
4361-JEIVL,1,1,0,0,44.4,44.4,1,44.4,3.7932394694381792
3197-NNYNB,65,1,2,3,105.1,6631.85,0,1.616923076923077,8.799639078947768
3396-DKDEL,70,1,2,3,115.15,8250.0,0,1.645,9.017968479328726
1752-OZXFY,60,1,1,1,59.8,3561.15,0,0.9966666666666666,8.177838805389786
9066-QRSDU,69,1,1,0,26.3,1763.55,0,0.38115942028985506,7.47508410198186
9112-WSNPU,35,1,0,0,70.55,2419.0,0,2.0157142857142856,7.791109510610028
9867-NNXLC,22,1,0,1,20.05,470.2,0,0.9113636363636364,6.1531581361059695
5321-NTRKC,66,1,2,2,79.85,5234.95,0,1.2098484848484847,8.563112572160648
1363-TXLSL,1,1,0,0,70.3,70.3,1,70.3,4.252771798816619
9507-EXLTT,1,1,0,2,79.35,79.35,1,79.35,4.373868446972418
3161-GETRM,34,1,0,3,90.05,3097.0,0,2.648529411764706,8.038189179973203
0402-OAMEN,72,1,2,2,24.45,1709.1,0,0.33958333333333335,7.44372219515446
6933-VLYFX,31,0,1,0,59.95,1848.8,0,1.9338709677419357,7.522292058960171
6754-WKSHP,30,1,1,2,25.35,723.3,0,0.8450000000000001,6.583824073855235
9846-GKXAS,9,1,0,2,90.8,809.75,1,10.088888888888889,6.696725558051439
6017-PPLPX,20,1,0,0,70.45,1470.95,1,3.5225,7.293663729541083
4976-LNFVV,19,0,0,3,34.3,577.15,0,1.8052631578947367,6.358102198060921
5055-MGMGF,65,1,0,0,105.05,6914.95,0,1.616153846153846,8.841441013414727
4641-FROLU,30,1,2,1,19.3,602.9,0,0.6433333333333333,6.401751345495359
2862-JVEOY,6,1,1,1,19.15,124.4,0,3.1916666666666664,4.823502180305079
2969-QWUBZ,2,0,0,0,51.4,96.8,0,25.7,4.572646994282532
9822-BIIGN,53,1,0,0,71.85,3827.9,0,1.3556603773584905,8.250071628929641
2077-MPJQO,7,1,0,0,75.4,533.05,0,10.771428571428572,6.278615228396484
1534-OULXE,61,1,1,2,49.7,2961.4,0,0.8147540983606558,7.993417408474619
7136-RVDTZ,70,0,1,0,45.25,3264.45,1,0.6464285714285715,8.090846574228186
2971-SGAFL,13,1,0,0,78.75,995.35,0,6.0576923076923075,6.903094434099942
1480-IVEVR,35,1,1,2,81.6,2815.25,0,2.3314285714285714,7.942806346577135
2905-KFQUV,2,1,0,3,70.4,154.8,0,35.2,5.042133961155627
4581-SSPWD,3,1,0,0,75.8,246.3,1,25.266666666666666,5.506550305126492
3370-HXOPH,3,1,0,0,76.1,257.6,0,25.366666666666664,5.551407994230199
9391-YZEJW,62,1,1,2,94.0,5757.2,0,1.5161290322580645,8.658206524388516
9958-MEKUC,72,1,2,3,103.95,7517.7,0,1.44375,8.92501551909808
0281-CNTZX,63,1,2,2,19.95,1234.8,0,0.31666666666666665,7.118664292628004
6927-WTFIV,20,1,0,3,71.3,1389.2,1,3.565,7.236483320869919
4118-CEVPF,35,1,1,2,110.8,3836.3,0,3.1657142857142855,8.252263639410431
3398-ZOUAA,21,1,0,0,69.1,1474.75,1,3.2904761904761903,7.296243762883185
9114-VEPUF,62,1,1,0,96.1,6001.45,0,1.5499999999999998,8.699756385680173
7876-BEUTG,15,1,0,1,48.8,720.1,0,3.253333333333333,6.5793900912548215
2338-BQEZT,55,1,0,3,50.55,2832.75,0,0.9190909090909091,7.949003250260676
9873-MNDKV,11,1,0,1,44.65,472.25,0,4.059090909090909,6.157508506381619
0378-NHQXU,17,1,0,0,88.25,1460.65,1,5.1911764705882355,7.28663682110728
8241-JUIQO,61,1,1,2,19.45,1336.35,0,0.3188524590163934,7.197697295834763
2194-IIQOF,71,1,2,3,89.3,6388.65,0,1.2577464788732393,8.762278257445802
4512-ZUIYL,2,1,0,2,70.0,153.05,1,35.0,5.0307646653914215
9631-RXVJM,35,1,2,1,19.25,677.9,0,0.55,6.51899978443692
9584-EXCDZ,17,1,0,2,70.5,1165.6,0,4.147058823529412,7.060991254880995
7969-AULMZ,21,1,0,0,97.35,2119.5,1,4.635714285714285,7.658935490792691
5093-FEGLU,47,1,2,2,19.65,921.55,0,0.4180851063829787,6.826057034997632
2621-UDNLU,3,1,0,1,20.85,72.0,0,6.95,4.276666119016055
7526-IVLYU,3,1,0,1,19.65,68.35,0,6.55,4.224641563169959
2428-HYUNX,44,1,2,3,19.35,847.25,0,0.4397727272727273,6.741995810487161
9214-EKVXR,1,1,0,1,44.0,44.0,0,44.0,3.784189633918261
3410-MHHUM,44,1,1,0,94.4,4295.35,0,2.1454545454545455,8.365288321202991
0568-ONFPC,5,1,0,2,25.9,135.0,1,5.18,4.90527477843843
0733-VUNUW,24,1,0,2,55.65,1400.55,1,2.31875,7.244620295598045
4550-EVXNY,1,1,0,0,69.65,69.65,1,69.65,4.243482700225814
2122-YWVYA,18,1,0,0,75.4,1380.4,0,4.188888888888889,7.230128591223848
2968-SSGAA,10,1,0,0,100.6,1060.2,1,10.059999999999999,6.966212848553706
2296-DKZFP,65,1,2,2,71.0,4386.2,0,1.0923076923076922,8.386218527573405
4844-JJWUY,1,1,0,0,86.0,86.0,1,86.0,4.454347296253507
6777-TGHTM,53,1,1,3,106.95,5785.5,1,2.017924528301887,8.663110066316392
8909-BOLNL,3,1,1,1,21.2,52.05,0,7.066666666666666,3.952204795060978
6603-YRDCJ,33,1,2,1,61.05,2018.4,0,1.8499999999999999,7.610060397326848
3538-WZPHD,3,0,0,0,29.6,79.45,1,9.866666666666667,4.375127892982725
3229-USWAR,34,1,1,2,79.95,2727.3,0,2.351470588235294,7.911067387795923
2138-VFAPZ,14,1,2,1,19.7,263.65,0,1.407142857142857,5.5746224659764785
6131-JLWZM,13,1,0,1,20.3,275.4,0,1.5615384615384615,5.618224586294555
4785-QRJHC,46,0,1,2,59.9,2816.65,1,1.3021739130434782,7.94330351450584
0269-XFESX,23,1,1,1,24.35,538.5,0,1.058695652173913,6.288787496596443
1709-EJDOX,47,1,2,1,19.75,948.9,0,0.42021276595744683,6.855303418979712
4316-XCSLJ,17,1,0,1,50.3,846.8,0,2.9588235294117644,6.74146453926071
8610-WFCJF,49,1,0,0,95.6,4783.5,1,1.9510204081632652,8.472927775118222
9693-XMUOB,59,0,0,0,50.25,2997.45,0,0.8516949152542372,8.005517206195409
0383-CLDDA,69,1,2,3,85.35,5897.4,0,1.2369565217391303,8.68226685480064
4905-JEFDW,11,0,1,0,41.6,470.6,1,3.7818181818181817,6.154008476293262
2709-UQGNP,10,1,0,1,51.65,524.5,0,5.165,6.262445427836352
3549-ZTMNH,12,1,2,2,24.0,269.65,0,2.0,5.597124821783236
7881-INRLC,45,1,0,3,100.85,4740.0,1,2.241111111111111,8.463792414689122
8033-ATFAS,39,1,0,1,59.85,2341.5,0,1.5346153846153847,7.758547028623596
1635-NZATJ,71,1,2,3,25.45,1789.65,0,0.3584507042253521,7.4897753489899195
0562-HKHML,71,1,2,3,23.9,1626.4,0,0.33661971830985915,7.394124262314137
8277-RVRSV,33,1,1,3,24.15,800.3,0,0.7318181818181818,6.684986657373001
9943-VSZUV,67,1,0,1,75.7,5060.85,0,1.1298507462686567,8.52928973236347
0117-LFRMW,37,0,0,2,40.2,1448.8,1,1.0864864864864865,7.278490906569203
6172-FECYY,49,1,0,0,84.5,4254.85,1,1.7244897959183674,8.355814787742137
7054-ENNGU,9,1,0,1,50.85,466.6,0,5.65,6.1454723595873295
1455-HFBXA,52,1,2,3,91.6,4627.8,0,1.7615384615384615,8.439836872168009
9402-CXWPL,70,1,1,0,98.9,6838.6,0,1.412857142857143,8.830338311304548
1628-BIZYP,1,1,0,0,85.0,85.0,0,85.0,4.442651256490317
1965-AKTSX,14,1,0,0,78.95,1101.85,1,5.639285714285714,7.004745864295765
0082-LDZUE,1,1,0,1,44.3,44.3,0,44.3,3.7909846770510898
4786-UKSNZ,1,1,0,1,20.2,20.2,1,20.2,3.005682604407159
5343-SGUBI,52,1,1,1,80.2,4297.6,0,1.5423076923076924,8.365812006328918
0856-NAOES,6,1,0,1,60.9,414.1,0,10.15,6.026107490551522
1976-AZZPJ,7,0,0,1,34.2,256.6,0,4.885714285714286,5.547518452181536
7248-VZQLC,47,1,0,2,85.2,3969.35,1,1.8127659574468085,8.286357632316653
6156-UZDLF,26,1,1,3,87.15,2274.1,0,3.351923076923077,7.729339648717383
3099-OONVS,25,1,0,0,54.3,1296.8,0,2.1719999999999997,7.1676549704214665
9500-WBGRP,69,1,2,1,19.1,1268.85,0,0.2768115942028986,7.145866257418133
5183-KLYEM,72,1,2,3,112.75,8192.6,0,1.5659722222222223,9.01098658678471
5144-PQCDZ,4,1,0,1,19.95,59.25,0,4.9875,4.081765780015241
8514-VZHEB,59,1,2,1,19.5,1147.85,0,0.3305084745762712,7.04564590632158
6625-IUTTT,67,1,2,2,65.55,4361.55,0,0.9783582089552239,8.380582777753453
9355-NPPFS,26,1,0,0,78.8,2006.1,0,3.0307692307692307,7.603947817728042
0068-FIGTF,27,1,1,1,78.2,2078.95,0,2.8962962962962964,7.639618237544757
5965-GGPRW,72,1,2,2,105.25,7609.75,0,1.4618055555555556,8.93718559880494
8035-PWSEV,6,1,0,0,89.25,487.05,0,14.875,6.188366787216965
2236-HILPA,62,1,2,3,20.65,1218.45,0,0.33306451612903226,7.1053348381650725
1840-BIUOG,20,1,1,0,68.7,1416.2,0,3.435,7.255732507217673
1356-MKYSK,6,1,0,3,78.65,483.3,0,13.108333333333334,6.180637578851038
6080-LNESI,51,1,2,1,24.75,1234.6,0,0.4852941176470588,7.118502309959795
1830-IPXVJ,61,1,2,3,19.75,1311.6,0,0.3237704918032787,7.179003044970493
5828-DWPIL,62,1,0,0,89.1,5618.3,0,1.4370967741935483,8.633784406024873
8398-TBIYD,72,1,2,2,84.7,6185.15,0,1.176388888888889,8.729906536755628
0011-IGKFF,13,1,0,0,98.0,1237.85,1,7.538461538461538,7.121131282737294
4192-GORJT,5,1,0,0,94.45,498.1,1,18.89,6.210800860079238
6496-SLWHQ,3,1,0,0,105.0,294.45,1,35.0,5.685109209390579
9912-GVSEQ,26,1,0,0,93.85,2381.55,1,3.6096153846153842,7.775506815191631
2931-FSOHN,13,1,0,0,59.9,788.35,0,4.607692307692307,6.669942153683491
9418-RUKPH,38,1,2,1,19.95,756.4,0,0.525,6.6285703367843025
5383-MMTWC,8,1,0,0,84.0,613.4,1,10.5,6.419017251680151
9971-ZWPBF,34,1,0,0,108.9,3625.2,0,3.2029411764705884,8.195664738180627
4712-AUQZO,18,0,0,1,33.6,550.35,0,1.8666666666666667,6.310554439469401
9711-FJTBX,56,1,1,1,85.85,4793.8,0,1.5330357142857143,8.47507869530889
2908-ZTPNF,36,0,0,2,34.85,1267.2,0,0.9680555555555556,7.144565021060162
7240-ETPTR,9,0,0,0,48.75,442.2,1,5.416666666666667,6.091762268423346
2202-CUYXZ,1,1,0,0,84.85,84.85,1,84.85,4.440884991680235
5995-OIGLP,12,1,0,1,56.65,654.85,1,4.720833333333333,6.484406201775412
8421-WZOOW,57,1,0,3,95.3,5567.45,0,1.6719298245614034,8.624692418399682
6261-RCVNS,42,1,1,3,73.9,3160.55,1,1.7595238095238097,8.058501342068816
7951-QKZPL,33,1,2,1,24.5,740.3,1,0.7424242424242424,6.607055509449053
1414-YADCW,70,1,2,2,84.6,5706.2,0,1.2085714285714284,8.649308581982874
8756-RDDLT,68,0,0,0,44.95,3085.35,0,0.661029411764706,8.034420382092282
2862-PFNIK,1,0,0,0,24.7,24.7,0,24.7,3.2068032436339315
5816-QVHRX,37,1,0,3,100.3,3541.4,0,2.710810810810811,8.172277408172116
4430-YHXGG,4,1,0,1,25.45,84.2,0,6.3625,4.4331949212482815
6888-SBYAI,1,1,0,1,50.7,50.7,0,50.7,3.9259259105971376
7395-XWZOY,20,0,0,3,55.0,1165.55,0,2.75,7.060948357598531
7169-YWAMK,72,1,2,2,68.4,4855.35,0,0.9500000000000001,8.487836468755239
3640-PHQXK,31,1,0,0,89.9,2806.9,1,2.9000000000000004,7.939835950504632
6877-LGWXO,18,1,0,0,78.55,1422.65,1,4.363888888888889,7.260276608595878
6859-RKMZJ,11,1,0,2,55.05,608.15,0,5.004545454545454,6.410421562064445
2729-VNVAP,33,1,2,3,19.8,641.35,0,0.6,6.46357532974586
2957-JIRMN,62,1,1,0,84.45,4959.15,0,1.3620967741935484,8.508989634065548
2049-BAFNW,1,0,0,1,35.9,35.9,0,35.9,3.580737295494233
3842-QTGDL,16,1,0,2,80.75,1321.3,0,5.046875,7.186371379420171
7163-OCEQI,22,1,1,1,78.65,1663.75,0,3.575,7.416829369709322
9782-LGXMC,49,1,0,2,61.75,3024.15,0,1.260204081632653,8.01438533924383
5975-BAICR,36,1,1,3,63.7,2188.5,0,1.7694444444444446,7.69097165663095
8019-ENHXU,42,1,0,0,99.45,4138.05,1,2.367857142857143,8.327979941364436
5167-GBFRE,4,0,0,2,25.2,102.5,1,6.3,4.629862798578463
9033-EOXWV,12,1,1,1,74.05,872.65,1,6.170833333333333,6.771534559070846
4673-KKSLS,31,1,0,0,87.6,2724.25,0,2.825806451612903,7.909948439856995
4853-OITSN,5,1,0,0,89.15,413.25,0,17.830000000000002,6.024052736701133
9800-OUIGR,66,1,2,3,20.0,1374.2,0,0.30303030303030304,7.225627022596975
1324-NLTJE,15,1,0,3,55.0,757.1,1,3.6666666666666665,6.629495345109261
2324-EFHVG,64,1,2,2,104.4,6692.65,0,1.63125,8.808765188292384
7094-MSZAO,10,1,0,3,20.05,218.5,0,2.005,5.3867860145356445
1522-VVDMG,7,1,0,0,89.75,608.8,1,12.821428571428571,6.411489806547476
6907-CQGPN,29,0,0,0,34.3,1004.75,0,1.182758620689655,6.912494033329311
0780-XNZFN,57,1,2,2,20.65,1125.6,0,0.3622807017543859,7.0260715058001795
0239-OXEXL,46,1,0,1,84.25,3847.6,0,1.8315217391304348,8.25520485627846
2675-IJRGJ,53,1,2,2,19.65,978.0,0,0.37075471698113205,6.885509670034818
7049-GKVZY,17,1,1,3,79.85,1387.35,0,4.697058823529411,7.235150731668378
8577-QSOCG,38,1,2,1,20.2,746.05,0,0.531578947368421,6.614792622086431
3721-CNZHX,15,1,1,1,19.8,304.6,0,1.32,5.718999440461062
0212-ISBBF,22,0,0,0,50.35,1098.85,0,2.2886363636363636,7.00201945737222
9185-TQCVP,14,1,0,0,85.15,1139.2,1,6.082142857142857,7.0380815406577115
3585-YNADK,57,1,1,2,74.6,4368.95,0,1.3087719298245613,8.382277984619527
5271-DBYSJ,11,1,0,3,79.15,827.7,0,7.195454545454546,6.71865076989135
1099-GODLO,1,1,2,1,20.35,20.35,0,20.35,3.013080911888604
6828-HMKWP,12,1,2,2,21.05,262.05,0,1.7541666666666667,5.568535325248176
5567-WSELE,3,1,0,0,94.6,279.55,1,31.53333333333333,5.633181167472654
1472-TNCWL,36,1,0,0,94.7,3512.5,0,2.6305555555555555,8.164083313642001
8063-RJYNF,16,1,0,0,94.25,1483.25,1,5.890625,7.301990905138752
0687-ZVTHB,65,1,1,3,72.45,4653.85,1,1.1146153846153846,8.445450113003336
2080-GKCWQ,2,1,0,0,74.95,151.75,0,37.475,5.022234429939608
9661-ACXBS,42,1,0,0,105.2,4400.75,1,2.5047619047619047,8.389530259926081
2193-SFWQW,72,1,2,2,111.95,8033.1,0,1.5548611111111112,8.99132578474565
5656-JAMLX,62,1,2,2,19.85,1253.65,0,0.32016129032258067,7.133814575377244
3462-BJQQA,6,1,0,0,89.75,552.65,0,14.958333333333334,6.314724889756964
0442-TDYUO,48,1,2,1,20.05,1036.0,0,0.41770833333333335,6.943122422819428
6733-LRIZX,35,1,2,0,108.95,4025.5,0,3.112857142857143,8.300404405740036
9503-XJUME,52,1,1,3,19.65,928.4,0,0.3778846153846154,6.833462674400282
4367-NHWMM,1,0,0,1,24.9,24.9,0,24.9,3.214867803470662
3727-RJMEO,6,1,0,0,82.85,460.25,1,13.808333333333332,6.131769820113187
3779-OSWCF,71,1,2,3,93.2,6506.15,0,1.3126760563380282,8.780503162408467
6736-DHUQI,67,1,1,2,84.8,5598.3,0,1.2656716417910447,8.630218259207536
3915-ODIYG,60,1,1,0,71.75,4374.55,0,1.1958333333333333,8.3835589363587
1360-RCYRT,23,0,0,2,30.35,678.75,0,1.3195652173913044,6.520252871248145
2724-FJDYW,39,0,1,2,54.85,2191.7,0,1.4064102564102565,7.6924327773876735
4451-RWASJ,15,1,1,1,19.5,239.75,0,1.3,5.479596713763548
6646-VRFOL,53,1,0,0,103.85,5485.5,1,1.9594339622641508,8.609863526257545
3460-TJBWI,24,1,2,1,24.2,609.05,0,1.0083333333333333,6.411900366145968
5917-HBSDW,37,1,0,0,19.35,683.75,0,0.522972972972973,6.527592353736191
5685-IIXLY,5,1,0,0,83.6,404.2,1,16.72,6.001909804969521
5671-UUNXD,50,1,1,0,100.65,5189.75,0,2.013,8.554440805442903
0956-ACVZC,54,1,1,3,94.1,5060.9,0,1.7425925925925925,8.529299612077947
2325-NBPZG,3,1,0,0,74.55,233.65,0,24.849999999999998,5.453824269146435
4250-ZBWLV,68,1,1,0,108.45,7176.55,1,1.5948529411764707,8.878574045171725
4482-FTFFX,5,1,0,0,56.15,291.45,0,11.23,5.674868464491559
8859-DZTGQ,33,1,2,1,20.35,689.75,0,0.6166666666666667,6.536329213097395
0440-MOGPM,41,1,1,0,80.55,3263.9,0,1.9646341463414634,8.090678078359765
0020-JDNXP,34,0,1,1,61.25,1993.2,0,1.8014705882352942,7.59749666640725
3752-CQSJI,13,1,0,1,20.45,254.5,0,1.573076923076923,5.539300835990577
5025-GOOKI,20,1,0,3,18.9,347.65,0,0.945,5.851196226545027
4698-KVLLG,51,1,2,3,19.6,967.9,0,0.3843137254901961,6.875128776155043
5095-AESKG,3,1,0,3,91.5,242.95,1,30.5,5.492855660851912
2887-JPYLU,41,1,0,2,45.2,1841.9,0,1.102439024390244,7.518552926525057
4770-QAZXN,13,1,0,3,19.45,232.1,0,1.4961538461538462,5.447168313280391
4896-CPRPF,35,1,2,2,25.45,809.25,0,0.7271428571428571,6.696107892806354
1871-MOWRM,12,1,0,2,80.85,866.45,1,6.7375,6.764404404086254
9714-EDSUC,4,1,0,1,94.9,360.55,0,23.725,5.887630643362769
2027-OAQQC,43,0,0,2,49.05,2076.2,1,1.1406976744186046,7.638294578759145
0282-NVSJS,12,0,0,1,29.3,355.9,0,2.441666666666667,5.874649792516147
9090-SGQXL,68,1,0,0,105.3,7299.65,1,1.548529411764706,8.895581680781595
6595-YGXIT,25,1,0,0,88.95,2291.2,1,3.5580000000000003,7.736830976766327
7353-YOWFP,7,1,1,1,20.25,129.15,0,2.892857142857143,4.860974519541849
9835-ZIITK,66,1,1,0,110.85,7491.75,1,1.6795454545454545,8.921557694080368
8008-ESFLK,53,1,1,0,110.5,5835.5,0,2.0849056603773586,8.671715230852408
7537-CBQUZ,63,1,0,2,109.4,7031.45,0,1.7365079365079366,8.85814822242674
1555-DJEQW,70,1,2,2,114.2,7723.9,1,1.6314285714285715,8.952074696804834
5649-TJHOV,27,0,0,2,36.5,1032.0,1,1.3518518518518519,6.939253946041508
0519-XUZJU,1,1,0,1,70.75,70.75,1,70.75,4.259152536523347
3363-EWLGO,5,1,0,1,19.95,109.6,0,3.9899999999999998,4.696837374513915
4750-UKWJK,37,1,1,1,19.6,727.8,0,0.5297297297297298,6.59002628517806
6338-AVWCY,3,0,0,1,40.15,130.75,1,13.383333333333333,4.873287102945032
1689-YQBYY,12,1,0,0,76.6,893.0,0,6.383333333333333,6.794586580876499
4487-ZYJZK,38,1,1,3,19.6,763.1,0,0.5157894736842106,6.637389084295587
2959-FENLU,9,1,0,3,85.3,781.4,0,9.477777777777778,6.66108718262097
0708-LGSMF,13,1,0,0,65.85,902.25,0,5.065384615384615,6.804891643522898
9253-QXKBE,29,1,0,0,94.45,2653.65,1,3.256896551724138,7.8836913297827325
7634-HLQJR,47,1,2,3,20.05,1016.7,0,0.4265957446808511,6.924317367281115
0487-RPVUM,61,1,0,2,99.4,5943.65,0,1.6295081967213116,8.690078701756795
4079-ULGFR,16,1,0,1,20.0,275.7,0,1.25,5.619313318029751
2516-XSJKX,41,1,2,0,78.45,3126.45,0,1.9134146341463416,8.047653454555789
0057-QBUQH,43,1,2,0,25.1,1070.15,0,0.5837209302325582,6.975554104546572
9445-SZLCH,36,1,0,2,97.35,3457.9,1,2.7041666666666666,8.148416747375117
6599-SFQVE,6,1,0,0,55.0,340.4,0,9.166666666666666,5.830121396699219
8331-ZXFOE,58,1,1,3,71.1,4299.2,0,1.225862068965517,8.366184237861226
4003-FUSHP,19,1,0,3,61.55,1093.2,0,3.2394736842105263,6.996864454053913
0356-ERHVT,11,1,0,2,45.9,521.9,0,4.172727272727273,6.257475998649367
7325-ENZFI,39,0,1,2,40.3,1630.4,0,1.0333333333333332,7.396580662468461
4884-ZTHVF,8,1,0,0,87.1,713.6,0,10.8875,6.5703225812658
3920-HIHMQ,26,1,0,1,49.5,1265.65,0,1.9038461538461537,7.143341103186234
3055-OYMSE,53,1,0,3,73.8,4003.85,0,1.3924528301886792,8.29501167719591
0613-WUXUM,70,1,2,1,19.2,1401.4,0,0.2742857142857143,7.245227015936433
7568-PODML,1,0,0,1,45.3,45.3,1,45.3,3.8133070324889884
4458-KVRBJ,59,1,2,1,25.0,1510.5,0,0.423728813559322,7.320196000826726
5349-IECLD,2,1,0,0,94.95,178.1,1,47.475,5.182345190295616
1397-XKKWR,7,0,1,1,35.3,264.8,0,5.042857142857143,5.578974824062853
3945-GFWQL,12,1,0,0,44.55,480.6,1,3.7125,6.175035323302368
8097-OMULG,59,1,1,3,76.75,4541.9,0,1.3008474576271187,8.421100705690415
6013-BHCAW,61,1,2,2,81.0,4976.15,0,1.3278688524590163,8.512411778659207
0401-WDBXM,72,1,2,2,105.55,7542.25,0,1.4659722222222222,8.928275824975108
3387-PLKUI,13,1,0,1,18.8,251.25,0,1.4461538461538461,5.526448459373285
6096-EGVTU,64,1,1,1,24.9,1595.5,0,0.3890625,7.374942445718299
3797-VTIDR,1,0,0,0,23.45,23.45,1,23.45,3.1548704948922883
5081-NWSUP,10,1,1,1,64.9,685.55,0,6.49,6.530221435802664
2580-ATZSQ,65,1,1,2,61.35,3874.1,0,0.9438461538461539,8.26206865674685
8085-MSNLK,62,1,2,1,113.95,6891.4,0,1.8379032258064516,8.838029536400178
9691-HKOVS,55,1,1,0,90.15,4916.95,0,1.6390909090909092,8.500443698558122
9881-VCZEP,25,1,0,0,54.1,1373.0,0,2.164,7.224753405767971
9526-BIHHD,1,0,0,1,29.7,29.7,1,29.7,3.391147045808654
8757-TFHHJ,1,1,0,3,49.8,49.8,0,49.8,3.9080149840306073
4523-WXCEF,59,1,0,0,101.1,6039.9,1,1.7135593220338983,8.706142734500412
1468-DEFNC,64,1,2,2,24.4,1548.65,0,0.38125,7.345138862658575
5119-KEPFY,36,1,0,2,95.0,3440.25,0,2.638888888888889,8.143299422145391
8364-TRMMK,3,1,0,1,50.65,151.3,1,16.883333333333333,5.01926462079431
0916-KNFAJ,61,1,2,1,69.9,4226.7,0,1.1459016393442625,8.34917682572734
8319-QBEHW,26,0,1,2,39.95,1023.75,0,1.5365384615384616,6.9312276351672795
3063-QFSZL,1,1,0,0,55.4,55.4,1,55.4,4.014579593753238
8775-LHDJH,1,1,0,0,90.6,90.6,1,90.6,4.506454213048934
9625-QNLUX,68,1,2,3,103.25,7074.4,0,1.5183823529411764,8.864237913261526
3097-NQYSN,2,1,0,1,86.85,156.35,1,43.425,5.05209708390385
4024-CSNBY,72,1,2,2,94.25,6849.75,0,1.3090277777777777,8.831967434239898
7110-BDTWG,71,0,2,0,47.05,3263.6,0,0.6626760563380282,8.090586159554645
7493-GVFIO,57,1,2,3,20.55,1252.85,0,0.3605263157894737,7.133176235040387
0690-SRQID,4,1,0,1,19.65,67.55,0,4.9125,4.212868064406208
9605-WGJVW,1,1,0,0,70.2,70.2,0,70.2,4.251348311031766
9114-DPSIA,72,1,2,3,81.0,5750.0,0,1.125,8.656955133791396
4700-UBQMV,21,1,1,2,75.9,1549.75,0,3.6142857142857148,7.345848906582029
7711-GQBZC,71,1,2,2,24.7,1810.55,0,0.34788732394366195,7.501385945504837
3565-UNOCC,29,1,0,2,99.05,2952.85,1,3.4155172413793102,7.990526084652892
4627-MIHJH,69,1,2,3,110.25,7467.55,0,1.5978260869565217,8.918322245749135
9795-NREXC,64,1,2,3,85.0,5484.4,0,1.328125,8.6096629774825
8573-CGOCC,16,1,0,3,19.75,294.9,0,1.234375,5.6866363158212305
7356-AYNJP,4,1,1,0,23.9,97.5,0,5.975,4.579852378003801
9249-FXSCK,52,1,1,3,111.25,5916.45,1,2.139423076923077,8.685491885846623
5493-SDRDQ,2,1,0,1,55.1,113.35,1,27.55,4.730480376953538
6286-SUUWT,1,1,0,1,19.95,19.95,0,19.95,2.9932291433358724
4819-HJPIW,18,0,0,1,25.15,476.8,0,1.3972222222222221,6.16709711575114
8654-DHAOW,2,1,0,1,54.15,101.65,0,27.075,4.621535540074356
5438-QMDDL,19,1,0,1,59.8,1130.85,0,3.1473684210526316,7.030724841325821
9812-GHVRI,40,1,0,2,83.85,3532.25,0,2.09625,8.169690340645918
5553-AOINX,66,1,1,0,104.9,6891.45,0,1.5893939393939396,8.838036791793655
1228-ZLNBX,21,1,0,1,75.3,1570.7,0,3.5857142857142854,7.359276658848986
4226-KKDON,8,1,0,0,66.65,520.95,0,8.33125,6.255654067858193
3831-YCPUO,72,1,2,3,109.5,7854.9,0,1.5208333333333333,8.968892819863937
7445-WMRBW,48,1,1,2,73.85,3581.4,0,1.5385416666666665,8.18350906440266
3308-DGHKL,69,1,2,2,19.3,1447.9,0,0.27971014492753626,7.277869509787376
9924-JPRMC,72,1,2,0,118.2,8547.15,0,1.6416666666666666,9.053353173029569
0080-EMYVY,14,1,1,3,51.45,727.85,0,3.6750000000000003,6.59009498301067
6218-KNUBD,6,1,0,0,59.45,357.6,0,9.908333333333333,5.8794150432993595
7337-CINUD,8,1,2,2,19.5,159.35,0,2.4375,5.0711030408633455
7609-NRNCA,17,1,1,1,19.55,280.85,0,1.1500000000000001,5.637820718978442
0623-EJQEG,65,1,1,0,93.55,6069.25,0,1.439230769230769,8.710990317935217
7153-CHRBV,57,1,1,1,59.3,3274.35,0,1.0403508771929824,8.09387465508848
0871-URUWO,13,1,0,3,102.25,1359.0,1,7.865384615384615,7.214504414151143
9190-MFJLN,19,1,0,3,95.9,1777.9,1,5.0473684210526315,7.483188171522526
6198-PNNSZ,56,1,1,2,109.8,6109.65,0,1.9607142857142856,8.71762476738251
3317-VLGQT,14,1,0,0,78.1,1122.4,0,5.578571428571428,7.023224528788251
4132-POCZS,52,0,0,0,39.9,2020.9,0,0.7673076923076922,7.6112982357242025
5614-DNZCE,58,1,2,3,64.9,3795.45,0,1.1189655172413795,8.241558259875124
1095-JUDTC,47,1,0,0,95.05,4504.55,1,2.022340425531915,8.41284327604099
3896-RCYYE,67,0,0,3,53.4,3579.15,0,0.7970149253731343,8.182880621036144
9638-JIQYA,2,0,0,3,24.9,49.7,0,12.45,3.906004933102583
3258-SANFR,6,1,0,3,44.7,276.5,0,7.45,5.6222108209623896
3726-TBHQT,71,1,2,2,114.0,8175.9,0,1.6056338028169015,9.008946081448922
